"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Global non-response rate","Data quality flag","Year","Household type - Total - Private households (Counts)","Household type - Total - Private households (% Distribution)","Household type - One-census-family households without additional persons - Couple census families - Without children (Counts)","Household type - One-census-family households without additional persons - Couple census families - Without children (% Distribution)","Household type - One-census-family households without additional persons - Couple census families - With children (Counts)","Household type - One-census-family households without additional persons - Couple census families - With children (% Distribution)","Household type - One-census-family households without additional persons - Lone parent (Counts)","Household type - One-census-family households without additional persons - Lone parent (% Distribution)","Household type - Multigenerational households (Counts)","Household type - Multigenerational households (% Distribution)","Household type - Other census family households (Counts)","Household type - Other census family households (% Distribution)","Household type - Non-census family households of two or more persons (Counts)","Household type - Non-census family households of two or more persons (% Distribution)","Household type - One-person households (Counts)","Household type - One-person households (% Distribution)"
"2433","Lotbinière","Municipalité régionale de comté","Quebec","24","3.1","00000","2016","13350","100","4290","32.1","3675","27.5","940","7","100","0.7","205","1.5","265","2","3880","29.1"
"2434","Portneuf","Municipalité régionale de comté","Quebec","24","3.7","00000","2011","21330","100","6995","32.8","5550","26","1605","7.5","140","0.7","335","1.6","500","2.3","6205","29.1"
"2434","Portneuf","Municipalité régionale de comté","Quebec","24","3.7","00000","2016","23135","100","7520","32.5","5745","24.8","1725","7.5","150","0.6","325","1.4","490","2.1","7185","31.1"
"2435","Mékinac","Municipalité régionale de comté","Quebec","24","4.0","00000","2011","6095","100","2140","35.1","1180","19.4","465","7.6","40","0.7","85","1.4","115","1.9","2070","34"
"2435","Mékinac","Municipalité régionale de comté","Quebec","24","4.0","00000","2016","6015","100","2175","36.2","1005","16.7","450","7.5","30","0.5","70","1.2","100","1.7","2185","36.3"
"2436","Shawinigan","Territoire équivalent","Quebec","24","4.0","00000","2011","24165","100","6825","28.2","4145","17.2","2315","9.6","165","0.7","435","1.8","740","3.1","9540","39.5"
"2436","Shawinigan","Territoire équivalent","Quebec","24","4.0","00000","2016","24410","100","7090","29","3720","15.2","2185","9","160","0.7","390","1.6","795","3.3","10080","41.3"
"2437","Francheville","Census division","Quebec","24","4.3","00000","2011","69200","100","19175","27.7","14115","20.4","6185","8.9","515","0.7","1245","1.8","2560","3.7","25405","36.7"
"2437","Francheville","Census division","Quebec","24","4.3","00000","2016","71355","100","20135","28.2","13675","19.2","6410","9","520","0.7","1130","1.6","2550","3.6","26945","37.8"
"2438","Bécancour","Municipalité régionale de comté","Quebec","24","3.6","00000","2011","8690","100","2685","30.9","2185","25.1","675","7.8","70","0.8","140","1.6","180","2.1","2750","31.6"
"2438","Bécancour","Municipalité régionale de comté","Quebec","24","3.6","00000","2016","9040","100","2830","31.3","2050","22.7","740","8.2","60","0.7","150","1.7","205","2.3","3000","33.2"
"2439","Arthabaska","Municipalité régionale de comté","Quebec","24","4.4","00000","2011","29905","100","9060","30.3","7425","24.8","2590","8.7","165","0.6","455","1.5","735","2.5","9485","31.7"
"2439","Arthabaska","Municipalité régionale de comté","Quebec","24","4.4","00000","2016","31445","100","9560","30.4","7260","23.1","2630","8.4","200","0.6","495","1.6","795","2.5","10510","33.4"
"2440","Les Sources","Municipalité régionale de comté","Quebec","24","4.5","00000","2011","6490","100","2160","33.3","1360","21","555","8.6","45","0.7","105","1.6","135","2.1","2130","32.8"
"2440","Les Sources","Municipalité régionale de comté","Quebec","24","4.5","00000","2016","6480","100","2170","33.5","1200","18.5","520","8","50","0.8","95","1.5","170","2.6","2265","35"
"2441","Le Haut-Saint-François","Municipalité régionale de comté","Quebec","24","3.7","00000","2011","9210","100","2975","32.3","2435","26.4","705","7.7","90","1","215","2.3","235","2.6","2545","27.6"
"2441","Le Haut-Saint-François","Municipalité régionale de comté","Quebec","24","3.7","00000","2016","9580","100","3145","32.8","2285","23.9","730","7.6","100","1","200","2.1","235","2.5","2875","30"
"2442","Le Val-Saint-François","Municipalité régionale de comté","Quebec","24","3.6","00000","2011","12475","100","4005","32.1","3300","26.5","1035","8.3","100","0.8","235","1.9","265","2.1","3545","28.4"
"2442","Le Val-Saint-François","Municipalité régionale de comté","Quebec","24","3.6","00000","2016","13015","100","4265","32.8","3280","25.2","1010","7.8","135","1","230","1.8","290","2.2","3805","29.2"
"2443","Sherbrooke","Territoire équivalent","Quebec","24","4.2","00000","2011","70570","100","17990","25.5","15035","21.3","6345","9","415","0.6","1210","1.7","3220","4.6","26355","37.3"
"2443","Sherbrooke","Territoire équivalent","Quebec","24","4.2","00000","2016","73510","100","18855","25.6","15205","20.7","6590","9","425","0.6","1170","1.6","3400","4.6","27865","37.9"
"2444","Coaticook","Municipalité régionale de comté","Quebec","24","3.7","00000","2011","7740","100","2335","30.2","2125","27.5","665","8.6","65","0.8","170","2.2","175","2.3","2205","28.5"
"2444","Coaticook","Municipalité régionale de comté","Quebec","24","3.7","00000","2016","7815","100","2465","31.5","1970","25.2","670","8.6","60","0.8","135","1.7","175","2.2","2335","29.9"
"2445","Memphrémagog","Municipalité régionale de comté","Quebec","24","4.6","00000","2011","21850","100","7650","35","4555","20.8","1600","7.3","200","0.9","445","2","555","2.5","6840","31.3"
"2445","Memphrémagog","Municipalité régionale de comté","Quebec","24","4.6","00000","2016","22915","100","8215","35.8","4410","19.2","1705","7.4","215","0.9","405","1.8","555","2.4","7405","32.3"
"2446","Brome-Missisquoi","Municipalité régionale de comté","Quebec","24","4.0","00000","2011","24190","100","7790","32.2","5615","23.2","1980","8.2","245","1","510","2.1","555","2.3","7490","31"
"2446","Brome-Missisquoi","Municipalité régionale de comté","Quebec","24","4.0","00000","2016","25865","100","8520","32.9","5435","21","2115","8.2","250","1","500","1.9","605","2.3","8440","32.6"
"2447","La Haute-Yamaska","Municipalité régionale de comté","Quebec","24","4.0","00000","2011","36705","100","10775","29.4","8995","24.5","3235","8.8","345","0.9","755","2.1","1045","2.8","11560","31.5"
"2447","La Haute-Yamaska","Municipalité régionale de comté","Quebec","24","4.0","00000","2016","38830","100","11535","29.7","8650","22.3","3425","8.8","365","0.9","805","2.1","1040","2.7","13005","33.5"
"2448","Acton","Municipalité régionale de comté","Quebec","24","3.5","00000","2011","6420","100","1995","31.1","1665","25.9","550","8.6","70","1.1","145","2.3","165","2.6","1835","28.6"
"2448","Acton","Municipalité régionale de comté","Quebec","24","3.5","00000","2016","6635","100","2075","31.3","1550","23.4","595","9","65","1","160","2.4","175","2.6","2015","30.4"
"2449","Drummond","Municipalité régionale de comté","Quebec","24","4.4","00000","2011","42970","100","12005","27.9","10485","24.4","3760","8.8","305","0.7","880","2","1375","3.2","14165","33"
"2449","Drummond","Municipalité régionale de comté","Quebec","24","4.4","00000","2016","45330","100","12905","28.5","10385","22.9","3990","8.8","360","0.8","915","2","1460","3.2","15320","33.8"
"2450","Nicolet-Yamaska","Municipalité régionale de comté","Quebec","24","3.6","00000","2011","9765","100","2995","30.7","2420","24.8","830","8.5","70","0.7","180","1.8","220","2.3","3050","31.2"
"2450","Nicolet-Yamaska","Municipalité régionale de comté","Quebec","24","3.6","00000","2016","10085","100","3150","31.2","2350","23.3","795","7.9","85","0.8","175","1.7","255","2.5","3275","32.5"
"2451","Maskinongé","Municipalité régionale de comté","Quebec","24","3.6","00000","2011","16130","100","5195","32.2","3735","23.2","1355","8.4","150","0.9","325","2","450","2.8","4925","30.5"
"2451","Maskinongé","Municipalité régionale de comté","Quebec","24","3.6","00000","2016","16455","100","5380","32.7","3490","21.2","1290","7.8","165","1","315","1.9","480","2.9","5325","32.4"
"2452","D'Autray","Municipalité régionale de comté","Quebec","24","3.6","00000","2011","17490","100","5420","31","4395","25.1","1535","8.8","285","1.6","535","3.1","515","2.9","4815","27.5"
"2452","D'Autray","Municipalité régionale de comté","Quebec","24","3.6","00000","2016","18225","100","5725","31.4","4195","23","1535","8.4","290","1.6","525","2.9","560","3.1","5385","29.5"
"2453","Pierre-De Saurel","Municipalité régionale de comté","Quebec","24","3.9","00000","2011","23265","100","7425","31.9","4975","21.4","1925","8.3","215","0.9","480","2.1","605","2.6","7635","32.8"
"2453","Pierre-De Saurel","Municipalité régionale de comté","Quebec","24","3.9","00000","2016","23795","100","7605","32","4605","19.4","1905","8","225","0.9","445","1.9","650","2.7","8350","35.1"
"2454","Les Maskoutains","Municipalité régionale de comté","Quebec","24","4.2","00000","2011","36590","100","10395","28.4","8985","24.6","3270","8.9","295","0.8","705","1.9","1105","3","11835","32.3"
"2454","Les Maskoutains","Municipalité régionale de comté","Quebec","24","4.2","00000","2016","38015","100","10780","28.4","8725","23","3340","8.8","325","0.9","695","1.8","1090","2.9","13060","34.4"
"2455","Rouville","Municipalité régionale de comté","Quebec","24","3.9","00000","2011","14415","100","4210","29.2","4195","29.1","1280","8.9","195","1.4","350","2.4","420","2.9","3765","26.1"
"2455","Rouville","Municipalité régionale de comté","Quebec","24","3.9","00000","2016","14940","100","4385","29.4","4050","27.1","1340","9","250","1.7","360","2.4","390","2.6","4160","27.8"
"2456","Le Haut-Richelieu","Municipalité régionale de comté","Quebec","24","3.6","00000","2011","48190","100","13265","27.5","12790","26.5","4485","9.3","645","1.3","1245","2.6","1515","3.1","14250","29.6"
"2456","Le Haut-Richelieu","Municipalité régionale de comté","Quebec","24","3.6","00000","2016","50060","100","13985","27.9","12430","24.8","4750","9.5","760","1.5","1185","2.4","1520","3","15440","30.8"
"2457","La Vallée-du-Richelieu","Municipalité régionale de comté","Quebec","24","2.6","00000","2011","45075","100","12905","28.6","15370","34.1","4160","9.2","685","1.5","995","2.2","990","2.2","9960","22.1"
"2457","La Vallée-du-Richelieu","Municipalité régionale de comté","Quebec","24","2.6","00000","2016","48745","100","14010","28.7","15815","32.4","4620","9.5","760","1.6","1035","2.1","1010","2.1","11495","23.6"
"2458","Longueuil","Territoire équivalent","Quebec","24","3.2","00000","2011","169280","100","42895","25.3","44350","26.2","17000","10","2930","1.7","4415","2.6","5615","3.3","52080","30.8"
"2458","Longueuil","Territoire équivalent","Quebec","24","3.2","00000","2016","175735","100","44375","25.3","45230","25.7","17625","10","3145","1.8","4320","2.5","5670","3.2","55370","31.5"
"2459","Marguerite-D'Youville","Municipalité régionale de comté","Quebec","24","2.4","00000","2011","27910","100","7630","27.3","10450","37.4","2710","9.7","400","1.4","635","2.3","545","2","5540","19.8"
"2459","Marguerite-D'Youville","Municipalité régionale de comté","Quebec","24","2.4","00000","2016","29940","100","8450","28.2","10145","33.9","3065","10.2","405","1.4","640","2.1","610","2","6630","22.1"
"2460","L'Assomption","Municipalité régionale de comté","Quebec","24","2.3","00000","2011","47835","100","13580","28.4","14725","30.8","4760","10","840","1.8","1355","2.8","1140","2.4","11435","23.9"
"2460","L'Assomption","Municipalité régionale de comté","Quebec","24","2.3","00000","2016","49765","100","14125","28.4","14630","29.4","5080","10.2","1045","2.1","1405","2.8","1210","2.4","12270","24.7"
"2461","Joliette","Municipalité régionale de comté","Quebec","24","4.6","00000","2011","28240","100","7915","28","6295","22.3","2655","9.4","280","1","675","2.4","950","3.4","9475","33.6"
"2461","Joliette","Municipalité régionale de comté","Quebec","24","4.6","00000","2016","29705","100","8380","28.2","6040","20.3","2895","9.7","330","1.1","660","2.2","975","3.3","10420","35.1"
"2462","Matawinie","Municipalité régionale de comté","Quebec","24","5.2","00000","2011","22170","100","7605","34.3","4330","19.5","1615","7.3","370","1.7","605","2.7","645","2.9","7000","31.6"
"2462","Matawinie","Municipalité régionale de comté","Quebec","24","5.2","00000","2016","23140","100","8005","34.6","4050","17.5","1630","7","400","1.7","570","2.5","705","3","7790","33.7"
"2463","Montcalm","Municipalité régionale de comté","Quebec","24","3.1","00000","2011","19565","100","5475","28","5525","28.2","1670","8.5","395","2","740","3.8","690","3.5","5060","25.9"
"2463","Montcalm","Municipalité régionale de comté","Quebec","24","3.1","00000","2016","21610","100","5995","27.7","5800","26.8","1975","9.1","440","2","835","3.9","785","3.6","5780","26.7"
"2464","Les Moulins","Municipalité régionale de comté","Quebec","24","2.1","00000","2011","55180","100","14145","25.6","20165","36.5","5655","10.2","1255","2.3","1905","3.5","1405","2.5","10650","19.3"
"2464","Les Moulins","Municipalité régionale de comté","Quebec","24","2.1","00000","2016","59700","100","15325","25.7","20300","34","6385","10.7","1435","2.4","1960","3.3","1375","2.3","12925","21.6"
"2465","Laval","Territoire équivalent","Quebec","24","2.9","00000","2011","154455","100","36945","23.9","49585","32.1","15465","10","3985","2.6","4450","2.9","4100","2.7","39930","25.9"
"2465","Laval","Territoire équivalent","Quebec","24","2.9","00000","2016","160325","100","36920","23","51925","32.4","16485","10.3","4570","2.9","4360","2.7","4145","2.6","41920","26.1"
"2466","Montréal","Territoire équivalent","Quebec","24","3.8","00000","2011","849440","100","164225","19.3","185185","21.8","82720","9.7","13470","1.6","21055","2.5","50070","5.9","332720","39.2"
"2466","Montréal","Territoire équivalent","Quebec","24","3.8","00000","2016","870370","100","166425","19.1","193375","22.2","84630","9.7","13365","1.5","19330","2.2","50750","5.8","342510","39.4"
"2467","Roussillon","Municipalité régionale de comté","Quebec","24","2.4","20000","2011","61905","100","16410","26.5","21505","34.7","6420","10.4","1175","1.9","1730","2.8","1370","2.2","13305","21.5"
"2467","Roussillon","Municipalité régionale de comté","Quebec","24","2.4","20000","2016","66260","100","17315","26.1","22135","33.4","6930","10.5","1265","1.9","1815","2.7","1590","2.4","15220","23"
"2468","Les Jardins-de-Napierville","Municipalité régionale de comté","Quebec","24","3.8","00000","2011","10235","100","2955","28.9","3220","31.5","915","8.9","170","1.7","275","2.7","240","2.3","2465","24.1"
"2468","Les Jardins-de-Napierville","Municipalité régionale de comté","Quebec","24","3.8","00000","2016","11205","100","3275","29.2","3160","28.2","1015","9.1","185","1.7","285","2.5","275","2.5","3010","26.9"
"2469","Le Haut-Saint-Laurent","Municipalité régionale de comté","Quebec","24","5.9","00000","2011","9010","100","2845","31.6","2210","24.5","750","8.3","125","1.4","265","2.9","235","2.6","2580","28.6"
"2469","Le Haut-Saint-Laurent","Municipalité régionale de comté","Quebec","24","5.9","00000","2016","9665","100","3025","31.3","2205","22.8","790","8.2","150","1.6","280","2.9","270","2.8","2945","30.5"
"2470","Beauharnois-Salaberry","Municipalité régionale de comté","Quebec","24","4.3","00000","2011","27640","100","7930","28.7","6085","22","2575","9.3","325","1.2","715","2.6","840","3","9170","33.2"
"2470","Beauharnois-Salaberry","Municipalité régionale de comté","Quebec","24","4.3","00000","2016","28865","100","8280","28.7","6015","20.8","2715","9.4","360","1.2","705","2.4","870","3","9920","34.4"
"2471","Vaudreuil-Soulanges","Municipalité régionale de comté","Quebec","24","2.3","00000","2011","53290","100","14685","27.6","18670","35","4775","9","995","1.9","1350","2.5","1085","2","11730","22"
"2471","Vaudreuil-Soulanges","Municipalité régionale de comté","Quebec","24","2.3","00000","2016","57515","100","15610","27.1","19350","33.6","5345","9.3","1155","2","1405","2.4","1195","2.1","13450","23.4"
"2472","Deux-Montagnes","Municipalité régionale de comté","Quebec","24","2.5","20000","2011","38100","100","9950","26.1","11760","30.9","3885","10.2","765","2","1235","3.2","1065","2.8","9445","24.8"
"2472","Deux-Montagnes","Municipalité régionale de comté","Quebec","24","2.5","20000","2016","39750","100","10465","26.3","11630","29.3","4015","10.1","840","2.1","1175","3","1115","2.8","10510","26.4"
"2473","Thérèse-De Blainville","Municipalité régionale de comté","Quebec","24","3.0","00000","2011","58055","100","14450","24.9","20055","34.5","6535","11.3","1015","1.7","1515","2.6","1530","2.6","12960","22.3"
"2473","Thérèse-De Blainville","Municipalité régionale de comté","Quebec","24","3.0","00000","2016","60765","100","15385","25.3","19480","32.1","6795","11.2","1085","1.8","1550","2.6","1635","2.7","14830","24.4"
"2474","Mirabel","Territoire équivalent","Quebec","24","2.0","00000","2011","15760","100","3840","24.4","5800","36.8","1630","10.3","260","1.6","415","2.6","385","2.4","3440","21.8"
"2474","Mirabel","Territoire équivalent","Quebec","24","2.0","00000","2016","19635","100","4895","24.9","6700","34.1","2125","10.8","325","1.7","485","2.5","465","2.4","4630","23.6"
"2475","La Rivière-du-Nord","Municipalité régionale de comté","Quebec","24","3.8","00000","2011","49525","100","13810","27.9","12210","24.7","4745","9.6","620","1.3","1405","2.8","1645","3.3","15090","30.5"
"2475","La Rivière-du-Nord","Municipalité régionale de comté","Quebec","24","3.8","00000","2016","55005","100","15135","27.5","13165","23.9","5290","9.6","775","1.4","1560","2.8","1910","3.5","17165","31.2"
"2476","Argenteuil","Municipalité régionale de comté","Quebec","24","3.8","00000","2011","14160","100","4280","30.2","3120","22","1275","9","200","1.4","410","2.9","430","3","4435","31.3"
"2476","Argenteuil","Municipalité régionale de comté","Quebec","24","3.8","00000","2016","14790","100","4540","30.7","2820","19.1","1375","9.3","190","1.3","410","2.8","500","3.4","4960","33.5"
"2477","Les Pays-d'en-Haut","Municipalité régionale de comté","Quebec","24","3.5","00000","2011","19530","100","6740","34.5","3375","17.3","1440","7.4","145","0.7","415","2.1","610","3.1","6810","34.9"
"2477","Les Pays-d'en-Haut","Municipalité régionale de comté","Quebec","24","3.5","00000","2016","20700","100","7225","34.9","3295","15.9","1430","6.9","155","0.7","385","1.9","625","3","7580","36.6"
"2478","Les Laurentides","Municipalité régionale de comté","Quebec","24","4.1","20000","2011","20860","100","6645","31.9","3985","19.1","1830","8.8","170","0.8","510","2.4","735","3.5","6985","33.5"
"2478","Les Laurentides","Municipalité régionale de comté","Quebec","24","4.1","20000","2016","21975","100","7000","31.9","3800","17.3","1795","8.2","200","0.9","435","2","700","3.2","8040","36.6"
"2479","Antoine-Labelle","Municipalité régionale de comté","Quebec","24","5.8","00000","2011","16000","100","5545","34.7","3205","20","1225","7.7","135","0.8","355","2.2","405","2.5","5120","32"
